AADL_model,component_name,normalized_name,category,ports,ra_component
AADL-Architecture-of-Smart-Parking-_SmartParkingSystem_tispSys_impl_1,sub_hardwareComm,sub hardware comm,bus,[],Availability
AADL-Architecture-of-Smart-Parking-_SmartParkingSystem_tispSys_impl_1,sub_vehicleOBE,sub vehicle obe,device,"[""signal_out"", ""parking_data_received""]",Mobile_User_Interface/Driver
AADL-Architecture-of-Smart-Parking-_SmartParkingSystem_tispSys_impl_1,sub_roadsideOBE,sub roadside obe,device,"[""signal_out"", ""parking_data_received""]",Data_Acquisition/Parking_Lot
AADL-Architecture-of-Smart-Parking-_SmartParkingSystem_tispSys_impl_1,sub_parkingManager,sub parking manager,process,"[""signal_out"", ""signal_in""]",Business_Logic_Layer
AADL-Architecture-of-Smart-Parking-_SmartParkingSystem_tispSys_impl_1,sub_RSE_ElectricChargeSupportProvider,sub rse electric charge support provider,process,"[""RSE_ECSP_data_in"", ""RSE_ECSP_data_out""]",Reservation/Business_Logic_Layer
AADL-Architecture-of-Smart-Parking-_SmartParkingSystem_tispSys_impl_1,sub_RSE_WorkzoneSafetyProvider,sub rse workzone safety provider,process,"[""RSE_WSP_data_in"", ""RSE_WSP_data_out""]",Navigation/Availability
AADL-Architecture-of-Smart-Parking-_SmartParkingSystem_tispSys_impl_1,sub_RSE_TravelInformationCommunicationProvider,sub rse travel information communication provider,process,"[""RSE_TICP_data_in"", ""RSE_TICP_data_out""]",Navigation
AADL-Architecture-of-Smart-Parking-_SmartParkingSystem_tispSys_impl_1,sub_RSE_TrafficMeteringProvider,sub rse traffic metering provider,process,"[""RSE_TMP_data_in"", ""RSE_TMP_data_out""]",Navigation/Data_Processing
AADL-Architecture-of-Smart-Parking-_SmartParkingSystem_tispSys_impl_1,sub_RSE_SpeedManagementProvider,sub rse speed management provider,process,"[""RSE_SMP_data_in"", ""RSE_SMP_data_out""]",Navigation
AADL-Architecture-of-Smart-Parking-_SmartParkingSystem_tispSys_impl_1,sub_TIC,sub tic,processor,"[""bus_access""]",Data_Management_Layer
AADL-Architecture-of-Smart-Parking-_SmartParkingSystem_tispSys_impl_1,collection,collection,memory,[],Data_Storage
AadlProjects_smartparking_vehbasesafe_impl_1,SYSTEM,system,system,"[""to_veh"", ""guide_req"", ""guidance"", ""loca_identity"", ""pers_info""]",Navigation/Driver
AadlProjects_smartparking_vehbasesafe_impl_1,communicationremote,communicationremote,process,"[""to_veh""]",Navigation/Mobile_User_Interface
AadlProjects_smartparking_vehbasesafe_impl_1,deviceidentity,deviceidentity,thread,"[""to_veh""]",Security/Confidentiality
AadlProjects_smartparking_vehbasesafe_impl_1,driverguidanceinterface,driverguidanceinterface,process,"[""guide_req"", ""guidance""]",Navigation/Mobile_User_Interface
AadlProjects_smartparking_vehbasesafe_impl_1,fromdriver,fromdriver,thread,"[""guide_req""]",Driver/Mobile_User_Interface
AadlProjects_smartparking_vehbasesafe_impl_1,confirmation,confirmation,thread,"[""guidance""]",Navigation/Mobile_User_Interface
AadlProjects_smartparking_vehbasesafe_impl_1,vehiclelocationdata,vehiclelocationdata,process,"[""loca_identity""]",Navigation/Data_Acquisition
AadlProjects_smartparking_vehbasesafe_impl_1,vehicleloc,vehicleloc,thread,"[""loca_identity""]",Driver/Navigation
AadlProjects_smartparking_vehbasesafe_impl_1,driverinformationinterface,driverinformationinterface,process,"[""pers_info""]",Driver/Mobile_User_Interface
AadlProjects_smartparking_vehbasesafe_impl_1,persidentity,persidentity,thread,"[""pers_info""]",Driver/Confidentiality
AadlProjects_smartparking_parkelecpaymt_impl_1,SYSTEM,system,system,"[""pay_req"", ""capacity_update""]",Reservation
AadlProjects_smartparking_parkelecpaymt_impl_1,billdriver,billdriver,process,"[""pay_req""]",Reservation
AadlProjects_smartparking_parkelecpaymt_impl_1,parking_cost,parking cost,thread,"[""pay_req""]",Reservation/Data_Processing
AadlProjects_smartparking_parkelecpaymt_impl_1,updateparkdata,updateparkdata,process,"[""capacity_update""]",Parking_Lot/Data_Storage
AadlProjects_smartparking_parkelecpaymt_impl_1,spaces,spaces,thread,"[""capacity_update""]",Parking_Lot/Data_Storage
AadlProjects_vtv_transvobe_impl_1,SYSTEM,system,system,"[""bus_access"", ""host_status"", ""coll_inf"", ""op_disp"", ""op_in"", ""rvloc"", ""vloc"", ""alarm"", ""pla_ctrl"", ""chg_ctrl"", ""p"", ""l""]",Mobile_User_Interface/Driver
AadlProjects_vtv_transvobe_impl_1,transv2vsafety,transv2vsafety,process,"[""host_status"", ""coll_inf"", ""op_disp"", ""op_in"", ""rvloc"", ""vloc"", ""alarm"", ""pla_ctrl"", ""chg_ctrl"", ""p"", ""l""]",Security/Availability
AadlProjects_vtv_transvobe_impl_1,status,status,thread,"[""host_status"", ""coll_inf"", ""alarm"", ""p"", ""l""]",Availability
AadlProjects_vtv_transvobe_impl_1,op_ctrl,op ctrl,thread,"[""op_disp"", ""op_in"", ""dp"", ""dl""]",Administration/Desktop_User_Interface
AadlProjects_vtv_transvobe_impl_1,loc_ctrl,loc ctrl,thread,"[""rvloc"", ""vloc""]",Navigation
AadlProjects_vtv_transvobe_impl_1,thp,thp,thread,"[""datin"", ""datout""]",Data_Processing
AadlProjects_vtv_transvobe_impl_1,thl,thl,thread,"[""datin"", ""datout""]",Data_Processing
AadlProjects_smartparking_communicationsupport_impl_1,vehiclesecurecommunication,vehiclesecurecommunication,process,[],Security/Confidentiality/Integrity
AadlProjects_smartparking_personallocmanagement_impl_1,SYSTEM,system,system,"[""personal_loca""]",Driver/Navigation
AadlProjects_smartparking_personallocmanagement_impl_1,travnavmapdatabase,travnavmapdatabase,process,"[""personal_loca""]",Parking_Map/Data_Storage
AadlProjects_smartparking_personallocmanagement_impl_1,driverloc,driverloc,thread,"[""personal_loca""]",Driver/Navigation
AadlProjects_smartparking_TICInteractvTravInfo_impl_1,SYSTEM,system,system,"[""traveler_req"", ""interactv_travle_info""]",Navigation
AadlProjects_smartparking_TICInteractvTravInfo_impl_1,trav_profiles,trav profiles,process,"[""traveler_req"", ""interactv_travle_info""]",Driver/Data_Storage
AadlProjects_smartparking_TICInteractvTravInfo_impl_1,trav_info,trav info,thread,"[""traveler_req"", ""interactv_travle_info""]",Navigation
AadlProjects_smartparking_vehicleobe_impl_1,SYSTEM,system,system,"[""traveler_info"", ""driver_ip"", ""park_avail"", ""pers_info"", ""vehicle_paymt_req"", ""vehicle_paymt_update"", ""vehicle_loca_motion""]",Mobile_User_Interface/Driver
AadlProjects_smartparking_vehicleobe_impl_1,vehbasesafe,vehbasesafe,system,"[""to_veh"", ""guide_req"", ""guidance"", ""loca_identity"", ""pers_info""]",Navigation/Driver
AadlProjects_smartparking_vehicleobe_impl_1,communicationremote,communicationremote,process,"[""to_veh""]",Navigation/Mobile_User_Interface
AadlProjects_smartparking_vehicleobe_impl_1,deviceidentity,deviceidentity,thread,"[""to_veh""]",Security/Confidentiality
AadlProjects_smartparking_vehicleobe_impl_1,driverguidanceinterface,driverguidanceinterface,process,"[""guide_req"", ""guidance""]",Navigation/Mobile_User_Interface
AadlProjects_smartparking_vehicleobe_impl_1,fromdriver,fromdriver,thread,"[""guide_req""]",Driver/Mobile_User_Interface
AadlProjects_smartparking_vehicleobe_impl_1,confirmation,confirmation,thread,"[""guidance""]",Navigation/Mobile_User_Interface
AadlProjects_smartparking_vehicleobe_impl_1,vehiclelocationdata,vehiclelocationdata,process,"[""loca_identity""]",Navigation/Data_Acquisition
AadlProjects_smartparking_vehicleobe_impl_1,vehicleloc,vehicleloc,thread,"[""loca_identity""]",Driver/Navigation
AadlProjects_smartparking_vehicleobe_impl_1,driverinformationinterface,driverinformationinterface,process,"[""pers_info""]",Driver/Mobile_User_Interface
AadlProjects_smartparking_vehicleobe_impl_1,persidentity,persidentity,thread,"[""pers_info""]",Driver/Confidentiality
AadlProjects_smartparking_vehicleobe_impl_1,communicationsupport,communicationsupport,system,[],Availability
AadlProjects_smartparking_vehicleobe_impl_1,vehiclesecurecommunication,vehiclesecurecommunication,process,[],Security/Confidentiality/Integrity
AadlProjects_smartparking_vehicleobe_impl_1,parkingsystem,parkingsystem,system,[],Parking_Lot/Business_Logic_Layer
AadlProjects_smartparking_vehicleobe_impl_1,paymentdeviceinterface,paymentdeviceinterface,process,[],Reservation/Presentation_Layer
AadlProjects_smartparking_vehicleobe_impl_1,roadsideinforeception,roadsideinforeception,system,[],Data_Acquisition/Navigation
AadlProjects_smartparking_vehicleobe_impl_1,vehiclelocdata,vehiclelocdata,process,[],Navigation/Data_Acquisition
AadlProjects_smartparking_vehicleobe_impl_1,vehiclenavmapdatabase,vehiclenavmapdatabase,process,[],Parking_Map/Data_Storage
AadlProjects_smartparking_vehicleobe_impl_1,driverpersonalreq,driverpersonalreq,process,[],Driver/Reservation
AadlProjects_smartparking_persInteractvTravInfo_impl_1,SYSTEM,system,system,"[""interactv_travle_info"", ""traveler_req"", ""traveler_src_update""]",Mobile_User_Interface/Navigation
AadlProjects_smartparking_persInteractvTravInfo_impl_1,personal_info,personal info,process,"[""interactv_travle_info"", ""traveler_req"", ""traveler_src_update""]",Driver/Confidentiality
AadlProjects_smartparking_persInteractvTravInfo_impl_1,info_thread,info thread,thread,"[""interactv_travle_info"", ""traveler_req"", ""traveler_src_update""]",Navigation/Mobile_User_Interface
AadlProjects_smartparking_transinfoctr_impl_1,SYSTEM,system,system,"[""traveler_req"", ""traveler_src_update"", ""parking_info"", ""interactv_travle_info""]",Navigation/Data_Management_Layer
AadlProjects_smartparking_transinfoctr_impl_1,TICInteractvTravInfo,ticinteractv trav info,system,"[""traveler_req"", ""interactv_travle_info""]",Navigation/Mobile_User_Interface
AadlProjects_smartparking_transinfoctr_impl_1,trav_profiles,trav profiles,process,"[""traveler_req"", ""interactv_travle_info""]",Driver/Data_Storage
AadlProjects_smartparking_transinfoctr_impl_1,trav_info,trav info,thread,"[""traveler_req"", ""interactv_travle_info""]",Navigation
AadlProjects_smartparking_transinfoctr_impl_1,TICDataColl,ticdata coll,system,"[""traveler_src_update""]",Data_Acquisition/Data_Management_Layer
AadlProjects_smartparking_transinfoctr_impl_1,misctravinfo,misctravinfo,process,"[""traveler_src_update""]",Data_Acquisition/Data_Processing
AadlProjects_smartparking_transinfoctr_impl_1,traff_data_trav,traff data trav,thread,"[""traveler_src_update""]",Data_Processing
AadlProjects_smartparking_transinfoctr_impl_1,trafficdata,trafficdata,process,[],Data_Acquisition/Data_Storage
AadlProjects_smartparking_transinfoctr_impl_1,pricedata,pricedata,process,[],Data_Storage/Data_Processing
AADL-Architecture-of-Smart-Parking-_InformationServiceProvider_ISP_impl_1,sub_hw_bus,sub hw bus,bus,[],Availability
AADL-Architecture-of-Smart-Parking-_InformationServiceProvider_ISP_impl_1,sub_TIC,sub tic,processor,"[""bus_access""]",Data_Management_Layer
AADL-Architecture-of-Smart-Parking-_InformationServiceProvider_ISP_impl_1,collection,collection,memory,[],Data_Storage
AadlProjects_smartparking_parkingsystem_impl_1,paymentdeviceinterface,paymentdeviceinterface,process,[],Reservation/Presentation_Layer
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1,SYSTEM,system,system,"[""signal_in"", ""signal2_in"", ""signal3_in""]",Business_Logic_Layer
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1,sub_driver,sub driver,,"[""DriverInfo_input"", ""DriverOut""]",Driver
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1,sub_hardwareComm,sub hardware comm,bus,[],Availability
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1,sub_vehicleOBE,sub vehicle obe,device,"[""signal_out"", ""parking_data_received""]",Mobile_User_Interface/Driver
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1,sub_roadsideOBE,sub roadside obe,device,"[""signal_out"", ""parking_data_received""]",Data_Acquisition/Parking_Lot
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1,sub_parkingManager,sub parking manager,process,"[""signal_out"", ""signal_in""]",Business_Logic_Layer
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1,sub_RSE_ElectricChargeSupportProvider,sub rse electric charge support provider,process,"[""RSE_ECSP_data_in"", ""RSE_ECSP_data_out""]",Reservation/Business_Logic_Layer
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1,sub_RSE_WorkzoneSafetyProvider,sub rse workzone safety provider,process,"[""RSE_WSP_data_in"", ""RSE_WSP_data_out""]",Navigation/Availability
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1,sub_RSE_TravelInformationCommunicationProvider,sub rse travel information communication provider,process,"[""RSE_TICP_data_in"", ""RSE_TICP_data_out""]",Navigation
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1,sub_RSE_TrafficMeteringProvider,sub rse traffic metering provider,process,"[""RSE_TMP_data_in"", ""RSE_TMP_data_out""]",Navigation/Data_Processing
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1,sub_RSE_SpeedManagementProvider,sub rse speed management provider,process,"[""RSE_SMP_data_in"", ""RSE_SMP_data_out""]",Navigation
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1,sub_TIC,sub tic,processor,"[""bus_access""]",Data_Management_Layer
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1,collection,collection,memory,[],Data_Storage
AadlProjects_smartparking_persinfodev_impl_1,SYSTEM,system,system,"[""local_travlr_info"", ""interactv_travle_info"", ""personal_loca"", ""transit_user_info"", ""traveler_req"", ""traveler_src_update""]",Mobile_User_Interface/Driver
AadlProjects_smartparking_persinfodev_impl_1,persInteractvTravInfo,pers interactv trav info,system,"[""interactv_travle_info"", ""traveler_req"", ""traveler_src_update""]",Mobile_User_Interface/Navigation
AadlProjects_smartparking_persinfodev_impl_1,personal_info,personal info,process,"[""interactv_travle_info"", ""traveler_req"", ""traveler_src_update""]",Driver/Confidentiality
AadlProjects_smartparking_persinfodev_impl_1,info_thread,info thread,thread,"[""interactv_travle_info"", ""traveler_req"", ""traveler_src_update""]",Navigation/Mobile_User_Interface
AadlProjects_smartparking_persinfodev_impl_1,personallocmanagement,personallocmanagement,system,"[""personal_loca""]",Driver/Navigation
AadlProjects_smartparking_persinfodev_impl_1,travnavmapdatabase,travnavmapdatabase,process,"[""personal_loca""]",Parking_Map/Data_Storage
AadlProjects_smartparking_persinfodev_impl_1,driverloc,driverloc,thread,"[""personal_loca""]",Driver/Navigation
AadlProjects_smartparking_RSEparkmgmt_impl_1,SYSTEM,system,system,"[""personal_loca"", ""vehicle_paymt_req"", ""conn_vehicle_data"", ""park_avail"", ""veh_paymt_req""]",Parking_Lot/Business_Logic_Layer
AadlProjects_smartparking_RSEparkmgmt_impl_1,vehdata,vehdata,process,"[""personal_loca"", ""vehicle_paymt_req"", ""veh_paymt_req""]",Driver/Data_Acquisition
AadlProjects_smartparking_RSEparkmgmt_impl_1,loc_identity,loc identity,thread,"[""personal_loca""]",Driver/Navigation
AadlProjects_smartparking_RSEparkmgmt_impl_1,veh_paymt,veh paymt,thread,"[""vehicle_paymt_req"", ""veh_paymt_req""]",Reservation
AadlProjects_smartparking_RSEparkmgmt_impl_1,Rsideparkcomm,rsideparkcomm,process,"[""conn_vehicle_data"", ""park_avail""]",Data_Acquisition/Navigation
AadlProjects_smartparking_parkmgmt_impl_1,SYSTEM,system,system,"[""occupancy"", ""park_spaces""]",Parking_Lot/Business_Logic_Layer
AadlProjects_smartparking_parkmgmt_impl_1,dynparklot,dynparklot,process,"[""occupancy""]",Parking_Lot/Data_Processing
AadlProjects_smartparking_parkmgmt_impl_1,park_lot_occupancy,park lot occupancy,thread,"[""park_occupancy""]",Parking_Lot
AadlProjects_smartparking_parkmgmt_impl_1,detectveh,detectveh,process,[],Data_Acquisition
AadlProjects_smartparking_parkmgmt_impl_1,manageparkreserv,manageparkreserv,process,"[""park_spaces""]",Reservation
AadlProjects_smartparking_parkmgmt_impl_1,park_lot_spaces,park lot spaces,thread,"[""spaces""]",Parking_Lot
AadlProjects_smartparking_parkmgmtsys_impl_1,SYSTEM,system,system,"[""vehicle_paymt_req"", ""conn_vehicle_data"", ""parking_info"", ""park_mgmt_appl_info"", ""driver_info""]",Business_Logic_Layer
AadlProjects_smartparking_parkmgmtsys_impl_1,parkmgmt,parkmgmt,system,"[""occupancy"", ""park_spaces""]",Parking_Lot/Business_Logic_Layer
AadlProjects_smartparking_parkmgmtsys_impl_1,dynparklot,dynparklot,process,"[""occupancy""]",Parking_Lot/Data_Processing
AadlProjects_smartparking_parkmgmtsys_impl_1,park_lot_occupancy,park lot occupancy,thread,"[""park_occupancy""]",Parking_Lot
AadlProjects_smartparking_parkmgmtsys_impl_1,detectveh,detectveh,process,[],Data_Acquisition
AadlProjects_smartparking_parkmgmtsys_impl_1,manageparkreserv,manageparkreserv,process,"[""park_spaces""]",Reservation
AadlProjects_smartparking_parkmgmtsys_impl_1,park_lot_spaces,park lot spaces,thread,"[""spaces""]",Parking_Lot
AadlProjects_smartparking_parkmgmtsys_impl_1,parkelecpaymt,parkelecpaymt,system,"[""pay_req"", ""capacity_update""]",Reservation
AadlProjects_smartparking_parkmgmtsys_impl_1,billdriver,billdriver,process,"[""pay_req""]",Reservation
AadlProjects_smartparking_parkmgmtsys_impl_1,parking_cost,parking cost,thread,"[""pay_req""]",Reservation/Data_Processing
AadlProjects_smartparking_parkmgmtsys_impl_1,updateparkdata,updateparkdata,process,"[""capacity_update""]",Parking_Lot/Data_Storage
AadlProjects_smartparking_parkmgmtsys_impl_1,spaces,spaces,thread,"[""capacity_update""]",Parking_Lot/Data_Storage
AADL-Architecture-of-Smart-Parking-_RSE_RSEOwner_impl_1,RSE_ElectricChargeSupportProvider,rse electric charge support provider,process,"[""RSE_ECSP_data_in"", ""RSE_ECSP_data_out""]",Reservation/Business_Logic_Layer
AADL-Architecture-of-Smart-Parking-_RSE_RSEOwner_impl_1,RSE_WorkzoneSafetyProvider,rse workzone safety provider,process,"[""RSE_WSP_data_in"", ""RSE_WSP_data_out""]",Navigation/Availability
AADL-Architecture-of-Smart-Parking-_RSE_RSEOwner_impl_1,RSE_TravelInformationCommunicationProvider,rse travel information communication provider,process,"[""RSE_TICP_data_in"", ""RSE_TICP_data_out""]",Navigation
AADL-Architecture-of-Smart-Parking-_RSE_RSEOwner_impl_1,RSE_TrafficMeteringProvider,rse traffic metering provider,process,"[""RSE_TMP_data_in"", ""RSE_TMP_data_out""]",Navigation/Data_Processing
AADL-Architecture-of-Smart-Parking-_RSE_RSEOwner_impl_1,RSE_SpeedManagementProvider,rse speed management provider,process,"[""RSE_SMP_data_in"", ""RSE_SMP_data_out""]",Navigation
